rownames,uid,state,votetrump,age,female,collegeed,racef,famincr,ideo,pid7na,bornagain,religimp,churchatd,prayerfreq,angryracism,whiteadv,fearraces,racerare,lrelig,lcograc,lemprac
205,205,Texas,0,65,1,0,White,5,4,5,1,4,1,7,1,2,1,1,0.696112982276354,-0.643632269514061,-0.6194269716205983
206,206,New York,0,60,0,0,Mixed,11,3,1,0,3,2,2,1,1,1,1,-0.16840158788791199,-1.204084686093323,-0.6194269716205983
207,207,Texas,,43,0,0,White,5,4,4,0,4,6,7,2,2,4,2,1.6966135178966604,-0.11881161756623469,0.7028020303636756
208,208,Kentucky,,46,0,0,White,4,3,4,0,3,1,6,,,,,-0.022651234718676787,,
209,209,Kentucky,1,31,1,0,White,7,4,7,0,2,1,2,3,5,1,3,-0.649736249772667,0.9000377577600748,0.07016563578523916
210,210,Rhode Island,,34,1,0,Hispanic,2,,4,0,2,1,2,1,1,1,1,-0.649736249772667,-1.204084686093323,-0.6194269716205983
211,211,Michigan,,31,1,0,White,4,,4,0,1,1,1,1,3,1,3,-1.584899964827102,0.4752937495294623,-0.6194269716205983
212,212,Ohio,,29,1,0,White,2,3,2,0,2,2,,3,3,3,3,-0.5034162460329975,0.4752937495294623,0.7003136334555536
213,213,California,,35,0,0,White,6,4,6,1,4,6,7,1,4,1,2,1.6966135178966604,0.3012782263605131,-0.6194269716205983
214,214,Minnesota,0,57,1,0,White,3,2,1,1,3,2,5,1,2,1,2,-0.017325778574398248,-0.11881161756623469,-0.6194269716205983
215,215,Texas,,40,1,0,Black,1,3,1,0,3,2,,1,2,2,,-0.044808896351317656,-0.16936976898277706,-0.21456318441150887
216,216,Pennsylvania,,36,1,0,White,1,,4,1,4,5,7,2,2,3,2,1.1710973279945556,-0.11881161756623469,0.4679751586170238
217,217,Indiana,0,41,0,0,White,5,2,1,0,1,1,1,1,2,1,2,-1.584899964827102,-0.11881161756623469,-0.6194269716205983
218,218,Nevada,,45,1,0,Asian,8,3,6,0,3,2,2,3,2,1,4,-0.16840158788791199,0.5270892828849888,0.07016563578523916
219,219,North Carolina,1,75,1,0,White,4,5,7,1,4,2,7,1,3,3,3,0.7460889643831501,0.4752937495294623,0.052227512737282766
220,220,Minnesota,,20,1,0,White,10,3,1,0,1,3,2,2,2,5,4,-0.8597065631624138,0.5270892828849888,0.8314065579271005
221,221,Pennsylvania,,21,1,0,White,8,2,4,0,1,1,1,4,5,2,4,-1.584899964827102,1.3010795133602184,0.5353182699545874
222,222,Ohio,,33,0,0,White,4,3,4,0,1,2,1,1,2,1,1,-1.152458049214514,-0.643632269514061,-0.6194269716205983
223,223,Massachusetts,,23,1,0,Hispanic,4,3,4,0,4,6,6,2,3,3,,1.0215343964466774,0.23758351080807888,0.4679751586170238
224,224,Ohio,0,40,1,0,Black,2,3,1,0,1,1,2,1,1,3,1,-1.1301748847213864,-1.204084686093323,0.052227512737282766
225,225,Florida,1,55,0,0,Hispanic,9,4,7,0,4,5,6,1,2,3,2,0.8063118780148516,-0.11881161756623469,0.052227512737282766
226,226,Colorado,0,53,0,0,Hispanic,2,3,2,1,4,1,1,1,1,1,4,0.13540529217675346,0.22698873787419577,-0.6194269716205983
227,227,Minnesota,1,64,1,0,White,5,4,6,0,3,3,5,1,4,1,2,0.0693560313642333,0.3012782263605131,-0.6194269716205983
228,228,West Virginia,1,40,0,0,Other,,,4,0,2,1,,3,5,3,3,-0.6348525205306609,0.9000377577600748,0.7003136334555536
229,229,Massachusetts,0,37,1,0,Other,,,1,0,3,1,2,1,1,1,1,-0.27367342426787417,-1.204084686093323,-0.6194269716205983
230,230,Utah,0,30,1,0,White,11,4,7,0,4,5,7,1,4,2,4,1.1710973279945556,0.9771959950395975,-0.21456318441150887
231,231,Idaho,0,40,1,1,White,4,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
232,232,Ohio,0,74,0,0,White,10,2,1,0,1,1,1,1,1,1,2,-1.584899964827102,-0.4551925376850848,-0.6194269716205983
233,233,California,1,68,0,0,White,11,5,7,0,3,2,3,5,5,1,5,-0.10051965377540337,1.8412257065152642,0.2144188829397604
234,234,Minnesota,,66,0,0,White,11,2,1,0,4,2,2,3,4,3,3,0.2959877979328993,0.656604937986723,0.7003136334555536
235,235,Wisconsin,0,72,0,0,White,2,,4,0,1,2,1,2,2,3,2,-1.152458049214514,-0.11881161756623469,0.4679751586170238
236,236,South Carolina,1,77,0,0,White,4,5,4,1,4,5,6,2,3,3,2,0.8063118780148516,0.12553213079247608,0.4679751586170238
237,237,California,0,22,1,1,Mixed,,3,4,0,1,1,1,3,2,3,3,-1.584899964827102,0.2410719755829464,0.7003136334555536
238,238,Minnesota,0,47,0,1,Hispanic,,3,3,0,2,1,6,1,1,1,2,-0.4705588784303862,-0.4551925376850848,-0.6194269716205983
239,239,California,0,29,1,1,White,5,1,3,0,1,3,3,1,1,1,1,-0.7496089445631334,-1.204084686093323,-0.6194269716205983
240,240,Ohio,1,50,1,0,White,8,3,2,0,4,2,5,3,5,2,2,0.4187504168179147,0.5087615515053516,0.41619695773708365
241,241,California,1,51,1,1,White,11,4,7,0,3,4,5,2,3,3,2,0.12321677994056492,0.12553213079247608,0.4679751586170238
242,242,South Carolina,0,60,1,1,White,6,2,1,0,4,5,6,1,2,1,2,0.8063118780148516,-0.11881161756623469,-0.6194269716205983
243,243,Pennsylvania,0,64,0,0,White,5,3,1,0,1,1,1,1,3,2,2,-1.584899964827102,0.12553213079247608,-0.21456318441150887
244,244,Ohio,,58,0,0,White,1,2,3,0,2,1,,2,3,1,3,-0.6348525205306609,0.4752937495294623,-0.138714742127817
245,245,Oregon,0,66,1,0,White,4,1,2,1,4,2,7,1,2,2,2,0.7460889643831501,-0.11881161756623469,-0.21456318441150887
246,246,Ohio,1,67,1,0,White,6,4,4,0,4,1,7,1,4,3,2,0.696112982276354,0.3012782263605131,0.052227512737282766
247,247,New Hampshire,,68,1,0,White,2,3,4,1,4,2,7,1,4,1,4,0.7460889643831501,0.9771959950395975,-0.6194269716205983
248,248,Arizona,1,77,1,0,White,5,5,7,1,4,6,7,2,5,4,4,1.6966135178966604,1.3010795133602184,0.7028020303636756
249,249,Virginia,1,69,1,0,White,12,4,7,0,3,2,6,3,5,1,2,0.06085546390927974,0.5087615515053516,0.07016563578523916
250,250,California,0,65,1,0,White,3,3,2,0,4,2,6,1,3,3,1,0.5217095254077706,-0.36156163354223914,0.052227512737282766
251,251,Texas,1,81,1,0,White,,5,7,0,4,6,7,1,4,4,2,1.6966135178966604,0.3012782263605131,0.27178882756754197
252,252,Maine,0,80,1,1,White,7,1,1,0,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
253,253,North Carolina,0,78,1,1,White,7,2,1,0,1,1,1,1,1,3,1,-1.584899964827102,-1.204084686093323,0.052227512737282766
254,254,Virginia,0,73,1,1,White,7,3,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
255,255,Washington,1,77,1,1,White,8,4,7,1,4,2,6,1,4,3,2,0.5217095254077706,0.3012782263605131,0.052227512737282766
256,256,Texas,1,67,1,1,White,9,3,4,0,1,1,1,2,1,2,4,-1.584899964827102,0.22698873787419577,0.20409480479440348
257,257,Illinois,1,58,1,1,White,,5,7,1,4,6,7,1,4,2,2,1.6966135178966604,0.3012782263605131,-0.21456318441150887
258,258,North Carolina,1,55,1,1,White,7,4,6,1,4,5,7,3,2,2,3,1.1710973279945556,0.2410719755829464,0.41619695773708365
259,259,Wisconsin,1,57,1,1,White,11,5,7,0,4,5,7,2,2,2,1,1.1710973279945556,-0.643632269514061,0.20409480479440348
260,260,Michigan,0,64,1,1,White,5,2,1,0,2,2,5,1,2,1,2,-0.4022057731502161,-0.11881161756623469,-0.6194269716205983
261,261,Texas,1,62,1,1,White,9,3,4,0,2,1,6,3,4,1,4,-0.4705588784303862,0.9771959950395975,0.07016563578523916
262,262,North Carolina,,52,0,0,Other,2,,4,0,1,1,7,3,5,4,3,-0.945162507290458,0.9000377577600748,0.9671601641532525
263,263,Ohio,0,29,1,1,White,4,2,1,0,1,3,6,1,2,2,1,-0.6274491177408835,-0.643632269514061,-0.21456318441150887
264,264,Illinois,0,21,0,0,White,,3,6,0,1,1,1,2,3,3,2,-1.584899964827102,0.12553213079247608,0.4679751586170238
265,265,Ohio,0,45,1,0,Hispanic,2,3,2,0,3,3,3,2,2,3,2,-0.01175096489321396,-0.11881161756623469,0.4679751586170238
266,266,Nebraska,0,41,1,1,White,5,3,3,1,4,5,7,1,2,1,1,1.1710973279945556,-0.643632269514061,-0.6194269716205983
267,267,Iowa,0,40,1,1,White,12,2,1,0,4,5,6,1,1,2,2,0.8063118780148516,-0.4551925376850848,-0.21456318441150887
268,268,South Carolina,0,65,0,0,Black,7,3,1,1,4,2,6,3,5,1,3,0.5217095254077706,0.9000377577600748,0.07016563578523916
269,269,Georgia,,34,1,0,Black,4,1,1,1,4,,,,,,,1.0058748683416319,,
270,270,Pennsylvania,1,34,0,0,White,9,2,2,1,4,2,6,2,5,4,2,0.5217095254077706,0.5087615515053516,0.7028020303636756
271,271,Connecticut,,31,0,1,White,10,3,2,0,2,3,1,3,4,2,2,-0.5660078405964595,0.3012782263605131,0.41619695773708365
272,272,Idaho,,38,0,1,White,6,4,4,0,3,1,6,3,3,2,3,-0.022651234718676787,0.4752937495294623,0.41619695773708365
273,273,Pennsylvania,0,31,0,1,White,7,2,1,1,4,5,5,1,1,1,1,0.6972726095973313,-1.204084686093323,-0.6194269716205983
274,274,Alabama,0,47,1,1,Black,6,3,1,1,4,6,7,3,1,1,1,1.6966135178966604,-1.204084686093323,0.07016563578523916
275,275,California,1,77,1,0,White,5,5,7,0,4,6,7,1,4,2,4,1.6966135178966604,0.9771959950395975,-0.21456318441150887
276,276,Texas,1,75,1,0,White,,4,7,1,4,6,7,1,3,4,2,1.6966135178966604,0.12553213079247608,0.27178882756754197
277,277,Michigan,0,84,1,0,White,3,3,1,0,4,5,7,1,3,3,1,1.1710973279945556,-0.36156163354223914,0.052227512737282766
278,278,New Jersey,1,61,0,0,White,5,3,5,0,3,2,7,3,4,2,5,0.134815827468296,1.3298586245636885,0.41619695773708365
279,279,Oregon,0,58,0,0,White,4,3,1,0,3,3,7,1,2,1,1,0.2292131098416408,-0.643632269514061,-0.6194269716205983
280,280,Nebraska,1,56,0,0,White,12,5,7,1,3,3,6,3,4,1,4,0.14887011884293536,0.9771959950395975,0.07016563578523916
281,281,North Carolina,1,56,0,0,White,4,4,7,1,4,3,6,1,5,2,3,0.5965038179808805,0.9000377577600748,-0.21456318441150887
282,282,Texas,1,60,0,1,White,9,3,5,0,4,3,7,1,5,1,1,0.834777050820967,-0.005524360436810266,-0.6194269716205983
283,283,West Virginia,0,54,0,1,White,6,5,5,1,4,6,7,3,5,1,4,1.6966135178966604,1.3010795133602184,0.07016563578523916
284,284,Kentucky,,53,1,0,White,2,4,5,0,3,2,5,1,4,3,2,-0.017325778574398248,0.3012782263605131,0.052227512737282766
285,285,Texas,,54,1,0,White,3,4,7,0,3,1,,3,5,2,2,-0.15895659249325578,0.5087615515053516,0.41619695773708365
286,286,Virginia,0,61,1,0,White,4,4,6,0,3,3,6,3,3,4,2,0.14887011884293536,0.12553213079247608,0.9671601641532525
287,287,Ohio,1,84,0,0,White,4,4,6,0,3,5,2,2,5,2,4,0.022265556022429397,1.3010795133602184,0.20409480479440348
288,288,New York,0,67,0,0,White,4,2,1,0,1,1,2,2,2,2,1,-1.1301748847213864,-0.643632269514061,0.20409480479440348
289,289,Oregon,1,70,0,0,White,4,4,6,1,3,2,3,2,3,4,2,-0.10051965377540337,0.12553213079247608,0.7028020303636756
290,290,North Carolina,0,70,0,1,White,11,3,1,0,3,3,2,1,1,1,2,-0.07291448904513023,-0.4551925376850848,-0.6194269716205983
291,291,North Carolina,0,65,0,1,White,10,2,3,0,1,2,3,1,2,2,2,-0.8264272455475417,-0.11881161756623469,-0.21456318441150887
292,292,California,1,60,0,1,White,11,4,6,1,4,4,6,2,2,3,4,0.6704326932816763,0.5270892828849888,0.4679751586170238
293,293,Pennsylvania,1,57,0,1,White,11,5,7,0,4,5,7,1,2,3,4,1.1710973279945556,0.5270892828849888,0.052227512737282766
294,294,California,0,59,0,1,Mixed,4,2,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
295,295,South Carolina,0,59,1,0,Black,9,3,2,1,2,2,7,2,1,1,2,-0.3242372479301743,-0.4551925376850848,-0.138714742127817
296,296,North Carolina,,28,1,0,White,1,,,0,2,2,3,,,,,-0.46514077757936584,,
297,297,North Carolina,0,64,1,1,Black,9,3,2,0,4,5,7,1,2,3,1,1.1710973279945556,-0.643632269514061,0.052227512737282766
298,298,California,0,53,1,1,White,11,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
299,299,Arizona,1,62,1,0,White,8,3,7,1,4,2,7,1,3,1,2,0.7460889643831501,0.12553213079247608,-0.6194269716205983
300,300,Florida,1,65,0,0,White,3,4,7,1,4,6,7,1,2,2,2,1.6966135178966604,-0.11881161756623469,-0.21456318441150887
301,301,Illinois,0,56,0,1,White,,1,4,0,3,3,6,4,2,2,2,0.14887011884293536,-0.11881161756623469,0.5353182699545874
302,302,Missouri,0,57,1,0,White,2,1,3,0,2,1,6,3,5,1,3,-0.4705588784303862,0.9000377577600748,0.07016563578523916
303,303,Washington,0,62,1,1,White,10,1,3,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
304,304,Virginia,0,71,0,1,Black,,1,1,0,1,1,1,1,1,3,1,-1.584899964827102,-1.204084686093323,0.052227512737282766
305,305,Rhode Island,0,80,0,0,Other,6,3,4,0,4,5,5,2,2,3,1,0.6972726095973313,-0.643632269514061,0.4679751586170238
306,306,Ohio,0,65,1,0,White,3,5,4,0,2,1,1,2,4,3,3,-0.7667762705382174,0.656604937986723,0.4679751586170238
307,307,Oklahoma,1,71,0,0,White,9,3,5,0,1,3,1,1,5,3,4,-1.0864892342627632,1.3010795133602184,0.052227512737282766
308,308,Utah,1,59,0,1,White,10,5,7,0,4,5,6,3,5,4,3,0.8063118780148516,0.9000377577600748,0.9671601641532525
309,309,North Carolina,0,63,1,0,White,8,4,1,0,4,3,3,1,5,4,1,0.43245017666040364,-0.005524360436810266,0.27178882756754197
310,310,Texas,,68,1,0,White,1,4,7,1,4,2,6,2,5,3,4,0.5217095254077706,1.3010795133602184,0.4679751586170238
311,311,Kentucky,1,63,0,1,White,8,4,5,1,4,6,7,3,5,1,4,1.6966135178966604,1.3010795133602184,0.07016563578523916
312,312,California,,19,1,0,Asian,7,,4,0,1,1,1,3,3,4,3,-1.584899964827102,0.4752937495294623,0.9671601641532525
313,313,South Carolina,1,55,0,1,White,10,4,7,1,4,4,7,1,3,3,4,0.932332878241983,0.7740557550449166,0.052227512737282766
314,314,Illinois,0,79,1,0,White,3,1,1,0,2,2,2,1,1,1,1,-0.5414731491146806,-1.204084686093323,-0.6194269716205983
315,315,California,1,75,1,0,White,6,3,7,0,4,4,7,3,5,1,5,0.932332878241983,1.8412257065152642,0.07016563578523916
316,316,Texas,0,47,1,1,White,5,2,1,0,2,2,2,1,2,1,2,-0.5414731491146806,-0.11881161756623469,-0.6194269716205983
317,317,Washington,0,53,1,1,White,10,3,3,0,2,2,2,1,4,1,2,-0.5414731491146806,0.3012782263605131,-0.6194269716205983
318,318,Illinois,1,49,0,1,Mixed,12,4,5,0,2,2,2,5,5,1,5,-0.5414731491146806,1.8412257065152642,0.2144188829397604
319,319,Massachusetts,,77,0,1,White,4,1,1,0,1,1,1,,,,,-1.584899964827102,,
320,320,California,0,65,1,0,Black,3,4,2,0,4,5,6,1,1,1,1,0.8063118780148516,-1.204084686093323,-0.6194269716205983
321,321,Texas,1,53,1,1,White,11,4,4,1,4,3,7,2,5,3,3,0.834777050820967,0.9000377577600748,0.4679751586170238
322,322,North Carolina,1,68,1,0,White,7,4,7,0,3,3,5,2,2,3,2,0.0693560313642333,-0.11881161756623469,0.4679751586170238
323,323,Oregon,0,38,0,1,White,5,1,1,0,1,1,1,1,1,4,1,-1.584899964827102,-1.204084686093323,0.27178882756754197
324,324,New Mexico,1,41,0,1,Hispanic,7,3,5,0,4,5,6,2,4,1,4,0.8063118780148516,0.9771959950395975,-0.138714742127817
325,325,Illinois,0,69,0,1,White,6,3,5,0,1,2,2,1,1,2,1,-0.9244283593455365,-1.204084686093323,-0.21456318441150887
326,326,California,0,89,0,1,White,12,4,6,0,2,2,6,1,2,3,1,-0.3562917371972849,-0.643632269514061,0.052227512737282766
327,327,Kentucky,0,42,1,0,White,6,1,4,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
328,328,Missouri,0,40,1,1,White,7,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
329,329,Minnesota,0,43,1,1,White,8,2,1,0,1,1,1,1,1,1,2,-1.584899964827102,-0.4551925376850848,-0.6194269716205983
330,330,New Mexico,0,31,1,1,White,5,1,1,0,1,1,1,2,2,1,1,-1.584899964827102,-0.643632269514061,-0.138714742127817
331,331,North Carolina,1,59,1,0,White,2,5,7,1,4,2,7,2,3,4,4,0.7460889643831501,0.7740557550449166,0.7028020303636756
332,332,Ohio,1,47,1,0,White,6,3,4,0,4,4,7,4,5,1,5,0.932332878241983,1.8412257065152642,0.181904360939088
333,333,Washington,1,63,1,0,White,,5,7,0,3,2,2,3,5,3,4,-0.16840158788791199,1.3010795133602184,0.7003136334555536
334,334,Virginia,0,59,1,0,Mixed,5,2,1,1,3,4,3,1,1,3,1,0.04092704110510598,-1.204084686093323,0.052227512737282766
335,335,Texas,0,59,1,1,White,7,2,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
336,336,California,1,45,1,1,White,12,3,4,0,4,5,7,1,5,1,5,1.1710973279945556,1.8412257065152642,-0.6194269716205983
337,337,Illinois,0,47,1,1,White,,2,2,0,2,2,6,1,1,1,1,-0.3562917371972849,-1.204084686093323,-0.6194269716205983
338,338,California,1,52,1,1,White,9,4,5,0,2,2,2,4,5,3,4,-0.5414731491146806,1.3010795133602184,0.8370448206710984
339,339,Illinois,1,50,1,1,White,9,4,7,0,4,6,7,2,4,2,1,1.6966135178966604,-0.18568175463072376,0.20409480479440348
340,340,California,0,75,1,0,White,5,2,1,0,1,1,7,1,1,1,1,-0.945162507290458,-1.204084686093323,-0.6194269716205983
341,341,California,,73,1,0,White,4,2,1,0,3,1,2,1,1,1,2,-0.27367342426787417,-0.4551925376850848,-0.6194269716205983
342,342,North Carolina,0,73,1,0,White,11,2,1,0,4,1,7,1,1,3,3,0.696112982276354,-0.058539060951404244,0.052227512737282766
343,343,Texas,1,68,1,0,White,,4,7,0,4,6,7,1,4,2,4,1.6966135178966604,0.9771959950395975,-0.21456318441150887
344,344,Idaho,0,83,1,0,White,3,2,1,0,1,1,1,2,1,3,2,-1.584899964827102,-0.4551925376850848,0.4679751586170238
345,345,Florida,1,74,1,0,White,3,4,7,0,3,3,5,4,5,4,4,0.0693560313642333,1.3010795133602184,1.1319324779186792
346,346,Maryland,0,83,1,1,White,5,2,3,0,4,6,2,1,1,1,1,0.7910280781377262,-1.204084686093323,-0.6194269716205983
347,347,New Jersey,1,55,1,1,White,,5,7,0,4,6,7,3,5,1,4,1.6966135178966604,1.3010795133602184,0.07016563578523916
348,348,South Dakota,,54,1,1,White,4,4,6,0,1,1,5,2,5,1,3,-0.9793364833123014,0.9000377577600748,-0.138714742127817
349,349,California,0,62,1,1,White,3,1,1,0,4,5,7,1,1,1,1,1.1710973279945556,-1.204084686093323,-0.6194269716205983
350,350,Nevada,,63,0,0,Mixed,1,4,6,1,4,6,6,5,5,3,1,1.0215343964466774,-0.005524360436810266,0.8812815864961803
351,351,Texas,0,29,1,1,White,10,3,4,1,3,3,2,1,1,1,3,-0.07291448904513023,-0.058539060951404244,-0.6194269716205983
352,352,Washington,0,29,1,1,White,8,2,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
353,353,Massachusetts,0,40,1,1,White,,2,2,0,1,1,1,2,1,1,1,-1.584899964827102,-1.204084686093323,-0.138714742127817
354,354,Virginia,0,31,1,1,White,11,3,6,0,4,3,7,3,2,3,4,0.834777050820967,0.5270892828849888,0.7003136334555536
355,355,North Carolina,0,68,1,1,Black,1,2,1,0,3,2,6,1,1,3,1,0.06085546390927974,-1.204084686093323,0.052227512737282766
356,356,North Carolina,0,72,1,1,Black,6,1,1,1,4,6,7,2,3,1,1,1.6966135178966604,-0.36156163354223914,-0.138714742127817
357,357,Arizona,0,61,0,0,White,,3,4,0,4,3,7,1,1,3,4,0.834777050820967,0.22698873787419577,0.052227512737282766
358,358,Missouri,1,56,0,0,White,2,2,2,1,4,5,7,2,3,3,2,1.1710973279945556,0.12553213079247608,0.4679751586170238
359,359,North Carolina,1,56,0,0,White,6,5,7,1,4,5,7,1,5,1,3,1.1710973279945556,0.9000377577600748,-0.6194269716205983
360,360,Connecticut,0,63,0,0,White,11,3,4,0,1,3,1,1,2,1,1,-1.0864892342627632,-0.643632269514061,-0.6194269716205983
361,361,California,0,51,0,0,White,1,1,1,0,1,1,1,1,1,4,1,-1.584899964827102,-1.204084686093323,0.27178882756754197
362,362,Florida,1,63,0,0,White,5,3,6,0,2,1,1,3,5,3,4,-0.7667762705382174,1.3010795133602184,0.7003136334555536
363,363,Michigan,0,59,0,0,White,4,5,4,0,1,1,1,1,3,1,3,-1.584899964827102,0.4752937495294623,-0.6194269716205983
364,364,New Jersey,1,50,0,1,White,3,5,6,0,4,2,2,5,5,2,5,0.2959877979328993,1.8412257065152642,0.5717403456485417
365,365,Missouri,0,58,0,1,White,9,1,1,0,1,1,1,1,1,1,1,-1.584899964827102,-1.204084686093323,-0.6194269716205983
366,366,Colorado,0,57,0,1,White,12,2,2,0,1,1,1,1,2,3,2,-1.584899964827102,-0.11881161756623469,0.052227512737282766
367,367,Tennessee,0,61,1,0,White,3,3,2,1,4,2,7,1,4,1,1,0.7460889643831501,-0.18568175463072376,-0.6194269716205983
368,368,New Jersey,1,61,1,0,White,11,3,2,0,1,2,2,2,3,2,3,-0.9244283593455365,0.4752937495294623,0.20409480479440348
369,369,North Carolina,1,69,0,0,White,,5,7,0,1,1,1,3,3,4,3,-1.584899964827102,0.4752937495294623,0.9671601641532525
370,370,Pennsylvania,0,76,0,0,White,7,3,3,1,2,5,6,1,1,1,1,-0.18218419253977838,-1.204084686093323,-0.6194269716205983
371,371,Alabama,1,67,0,1,White,7,4,7,0,2,3,5,1,3,4,2,-0.3207903715799198,0.12553213079247608,0.27178882756754197
372,372,Pennsylvania,0,73,0,1,White,9,3,3,0,2,1,1,1,2,3,1,-0.7667762705382174,-0.643632269514061,0.052227512737282766
373,373,South Carolina,0,68,0,1,White,11,3,4,1,4,5,7,1,2,2,2,1.1710973279945556,-0.11881161756623469,-0.21456318441150887
374,374,North Carolina,1,65,0,1,White,7,3,6,0,3,3,5,4,4,4,5,0.0693560313642333,1.3298586245636885,1.1319324779186792
375,375,Ohio,0,64,0,1,White,10,2,1,0,2,2,2,1,1,1,1,-0.5414731491146806,-1.204084686093323,-0.6194269716205983
376,376,Iowa,1,62,0,1,White,10,4,7,0,4,4,5,2,4,4,4,0.5730600938704432,0.9771959950395975,0.7028020303636756
377,377,Virginia,0,26,0,1,White,9,3,6,0,1,1,1,3,3,1,2,-1.584899964827102,0.12553213079247608,0.07016563578523916
378,378,Indiana,,70,0,1,Black,8,2,1,0,3,3,2,1,1,1,1,-0.07291448904513023,-1.204084686093323,-0.6194269716205983
379,379,Idaho,1,49,0,1,White,10,3,4,0,1,1,7,3,5,3,3,-0.945162507290458,0.9000377577600748,0.7003136334555536
380,380,Georgia,0,56,1,0,Black,,1,1,0,3,2,7,1,1,1,1,0.134815827468296,-1.204084686093323,-0.6194269716205983
381,381,New York,0,22,0,1,White,5,1,1,0,2,2,2,1,2,3,4,-0.5414731491146806,0.5270892828849888,0.052227512737282766
382,382,South Dakota,0,64,0,1,White,10,3,4,0,2,5,2,1,2,2,2,-0.42940622026885816,-0.11881161756623469,-0.21456318441150887
383,383,Alabama,0,32,0,1,White,,2,2,1,4,5,7,1,1,4,1,1.1710973279945556,-1.204084686093323,0.27178882756754197
384,384,Michigan,0,73,0,0,White,2,2,1,0,3,2,7,1,1,2,1,0.134815827468296,-1.204084686093323,-0.21456318441150887
385,385,Wisconsin,1,74,1,0,White,3,4,4,0,4,2,6,1,5,2,1,0.5217095254077706,-0.005524360436810266,-0.21456318441150887
386,386,Missouri,0,78,1,0,White,,3,1,0,4,3,6,1,2,3,2,0.5965038179808805,-0.11881161756623469,0.052227512737282766
387,387,Pennsylvania,0,80,0,0,White,5,3,4,0,4,5,6,2,2,3,2,0.8063118780148516,-0.11881161756623469,0.4679751586170238
388,388,North Carolina,0,34,0,1,White,9,3,4,1,3,5,6,3,2,1,2,0.258061988018413,-0.11881161756623469,0.07016563578523916
389,389,Florida,0,53,0,1,White,2,1,1,0,1,1,1,2,5,3,1,-1.584899964827102,-0.005524360436810266,0.4679751586170238
390,390,Minnesota,0,48,0,0,White,12,2,2,0,3,3,6,1,1,1,2,0.14887011884293536,-0.4551925376850848,-0.6194269716205983
391,391,Alabama,1,63,1,1,White,10,4,6,0,3,1,7,1,2,2,1,0.04907416057739689,-0.643632269514061,-0.21456318441150887
392,392,Iowa,1,54,1,1,White,10,4,6,0,3,3,2,1,2,4,1,-0.07291448904513023,-0.643632269514061,0.27178882756754197
393,393,California,0,74,0,1,White,10,3,1,0,1,2,6,1,2,1,1,-0.7382867198364292,-0.643632269514061,-0.6194269716205983
394,394,Wisconsin,0,33,1,1,White,11,1,1,0,1,1,1,1,1,2,1,-1.584899964827102,-1.204084686093323,-0.21456318441150887
395,395,Arkansas,1,64,0,0,White,12,4,7,0,3,4,2,3,5,2,3,-0.018834164206311187,0.9000377577600748,0.41619695773708365
396,396,California,1,78,0,1,White,8,3,4,0,4,5,7,1,4,3,5,1.1710973279945556,1.3298586245636885,0.052227512737282766
397,397,Colorado,0,55,0,1,White,9,2,1,0,3,3,5,1,4,2,2,0.0693560313642333,0.3012782263605131,-0.21456318441150887
398,398,California,0,78,1,1,White,10,1,1,0,1,1,1,1,2,1,2,-1.584899964827102,-0.11881161756623469,-0.6194269716205983
399,399,Montana,1,72,1,1,White,9,4,7,0,4,5,5,2,2,2,2,0.6972726095973313,-0.11881161756623469,0.20409480479440348
400,400,Georgia,1,56,1,1,White,9,4,7,0,4,5,6,1,5,1,5,0.8063118780148516,1.8412257065152642,-0.6194269716205983
401,401,Texas,1,72,1,1,White,7,4,7,0,4,5,4,1,3,2,2,0.6521496199256502,0.12553213079247608,-0.21456318441150887
402,402,Ohio,1,80,0,0,White,9,3,4,0,4,2,6,2,3,4,1,0.5217095254077706,-0.36156163354223914,0.7028020303636756
